Vendor,Address,Second Address,City,Zip Code,County,Location
BASIC NUTRITION #5,720 DR MART LUTHER KING BLVD,5,BAKERSFIELD,93307,KERN,"(35.364664, -118.9855)"
MOTHER'S NUTRITIONAL CTR #238,E 1420 PLAZA BLVD,STE #B-5,NATIONAL CITY,91950,SAN DIEGO,"(32.675179, -117.09111)"
99 CENT MARKET MATAMOROS,5859 COMPTON AVE,,LOS ANGELES,90001,LOS ANGELES,"(33.988356, -118.24823)"
MONTCLAIR FARMERS MARKET,10170 CENTRAL AVE,,MONTCLAIR,91763,SAN BERNARDINO,"(34.06915, -117.69014)"
NORTH PARK PRODUCE,3551 EL CAJON BLVD,,SAN DIEGO,92104,SAN DIEGO,"(32.754936, -117.11653)"
EL RANCHO MARKET,960 VINE ST N,,LOS ANGELES,90038,LOS ANGELES,"(34.088495, -118.32662)"
EL SUPER #30,S 1221 ANAHEIM BLVD,,ANAHEIM,92805,ORANGE,"(33.816594, -117.90853)"
AMIGO'S MARKET,E 1100 10TH ST,,LONG BEACH,90813,LOS ANGELES,"(33.778754, -118.17884)"
BABY NUTRITION #1,W 245 YOSEMITE AVE,,MANTECA,95336,SAN JOAQUIN,"(37.797734, -121.21864)"
MONARCA'S MEAT MARKET,N 2671 VENTURA RD,,PORT HUENEME,93041,VENTURA,"(34.177991, -119.19554)"
MARTIN'S MARKET,10333 OLD REDWOOD HWY,STE 101,WINDSOR,95492,SONOMA,"(38.56216, -122.82539)"
ARTEAGAS FOOD CENTER,226 JACKSON ST,,HAYWARD,94544,ALAMEDA,"(37.659442, -122.08648)"
ALFA & OMEGA NUTRITIONAL PR,N 546 FRESNO ST,,PARLIER,93648,FRESNO,"(36.611057, -119.52513)"
"HLA HLA, INC.",383 BROWN ST,,KETTLEMAN CITY,93239,KINGS,"(36.009905, -119.95964)"
FOOD MAXX #491,3002 STORY RD,,SAN JOSE,95127,SANTA CLARA,"(37.35427, -121.82024)"
COMERCIAL NUTRITION MEXICAN,W 210 1ST ST,STE 113,SANTA ANA,92701,ORANGE,"(33.744721, -117.86918)"
WAL-MART SUPERCENTER #1608,608 LUTHER RD,,RED BLUFF,96080,TEHAMA,"(40.160907, -122.2354)"
THE NEW COUNTRY STORE,E 458 DUARTE RD,,MONROVIA,91016,LOS ANGELES,"(34.132204, -117.99294)"
FARM FRESH NUTRITION,510 MAIN ST,,WATSONVILLE,95076,SANTA CRUZ,"(36.912066, -121.75837)"
SUPER KING MARKET #7,W 2741 MACARTHUR BLVD,,SANTA ANA,92704,ORANGE,"(33.700931, -117.90635)"
SMART & FINAL #729,1159 ROSEVILLE SQ,,ROSEVILLE,95678,PLACER,"(38.745907, -121.2751)"
GARCIA'S MARKET,5013 YOSEMITE BLVD,,EMPIRE,95319,STANISLAUS,"(37.638865, -120.90177)"
LAS PALMAS MERCADO Y CARNIC,1080 SARATOGA AVE,SUITE 15,SAN JOSE,95129,SANTA CLARA,"(37.305673, -121.97804)"
SAVE-A-LOT #777,S 7224 VERMONT AVE,,LOS ANGELES,90044,LOS ANGELES,"(33.974017, -118.29046)"
MURPHY'S CUTTEN MARKET,4020 WALNUT DR,,EUREKA,95501,HUMBOLDT,"(40.769452, -124.14342)"
COMPTON MARKET LIQUOR,4187 COMPTON AVE,,LOS ANGELES,90011,LOS ANGELES,"(34.006731, -118.24762)"
ALBERTSONS #3364,7900 WHITE LN,,BAKERSFIELD,93309,KERN,"(35.319171, -119.09016)"
BOSS MARKET,340 MINI DR,,VALLEJO,94589,SOLANO,"(38.144692, -122.24809)"
CA WATER & NUTRITION STORE #2,N 828 SANTA FE AVE,B,VISTA,92083,SAN DIEGO,"(33.210783, -117.24548)"
SMART & FINAL #917,5135 LOS ANGELES AVE,,SIMI VALLEY,93063,VENTURA,"(34.272758, -118.69266)"
WINCO FOODS #60,855 DAVIS ST,,VACAVILLE,95688,SOLANO,"(38.346596, -121.98477)"
WAL-MART SUPERCENTER #3081,8915 GERBER RD,,SACRAMENTO,95829,SACRAMENTO,"(38.482429, -121.37033)"
KINGFISHER MARKET,143 DAVIS RD,,HAPPY CAMP,96039,SISKIYOU,"(41.799898, -123.37659)"
MURPHY'S MARKET #4,1451 GLENDALE DR,,ARCATA,95521,HUMBOLDT,"(40.900352, -124.02079)"
WINCO FOODS #61,W 3939 CALDWELL AVE,,VISALIA,93291,TULARE,"(36.295935, -119.33426)"
WAL-MART NEIGHBORHOOD #3141,E 5037 BRUNDAGE LN,,BAKERSFIELD,93307,KERN,"(35.353473, -118.94789)"
WINCO FOODS,2300 WATT AVE,,SACRAMENTO,95825,SACRAMENTO,"(38.607148, -121.38069)"
FOOD FAIR MARKET,N 1100 D ST,STE 104,MADERA,93638,MADERA,"(36.974626, -120.06349)"
TORO'S MEAT MARKET,4823 GAGE AVE,,BELL,90201,LOS ANGELES,"(33.977477, -118.17936)"
SAM'S CORNER LIQUOR,W 2001 6TH ST,,LOS ANGELES,90057,LOS ANGELES,"(34.059324, -118.2739)"
EL RUBIOS JR CARNICERIA,5210 LONG BEACH BLVD,,LONG BEACH,90805,LOS ANGELES,"(33.850727, -118.19497)"
WINCO FOODS #107,E 3400 SOUTH ST,,LAKEWOOD,90712,LOS ANGELES,"(33.859152, -118.15221)"
JOSEPH MARKET,W 1537 MAIN ST,,EL CENTRO,92243,IMPERIAL,"(32.792801, -115.57039)"
CALIFORNIA FRESH MARKET #2,555 FIVE CITIES DR,,PISMO BEACH,93449,SAN LUIS OBISPO,"(35.135166, -120.62394)"
BABY NUTRITION #3,S 10122 FIGUEROA ST,,LOS ANGELES,90003,LOS ANGELES,"(33.94403, -118.28228)"
HOBY'S MARKET,111 MAIN ST,,SCOTIA,95565,HUMBOLDT,"(40.484033, -124.10225)"
SMART & FINAL #746,1193 HUNTINGTON DR,,DUARTE,91010,LOS ANGELES,"(34.14076, -117.97872)"
SMART & FINAL #940,2235 UNIVERSITY AVE,,SAN DIEGO,92104,SAN DIEGO,"(32.747975, -117.14058)"
SAVE-A-LOT #775,8601 HOOPER AVE,,LOS ANGELES,90002,LOS ANGELES,"(33.959882, -118.25459)"
LA PUERTA DEL SOL,W 1125 MAIN ST,STE A & B,SANTA MARIA,93458,SANTA BARBARA,"(34.953048, -120.41704)"
SAVE-A-LOT #934,S 1035 LA BREA AVE,,INGLEWOOD,90301,LOS ANGELES,"(33.950313, -118.35304)"
BABY NUTRITION #2,W 1967 SLAUSON AVE,,LOS ANGELES,90047,LOS ANGELES,"(33.989405, -118.31329)"
WEST SHORES MARKET,S 2113 MARINA DR,,SALTON CITY,92275,IMPERIAL,"(33.28123, -115.96229)"
SANI-FOOD MARKET,S 517 TEHAMA ST,,WILLOWS,95988,GLENN,"(39.515073, -122.19431)"
STUART MESA,BUILDING 31000,,CAMP PENDLETON,92055,SAN DIEGO,"(33.302754, -117.31189)"
MI RANCHO,10669 COLOMA RD,,RANCHO CORDOVA,95670,SACRAMENTO,"(38.611739, -121.2905)"
CARNICERIA LA UNICA,517 COOPER RD,,OXNARD,93030,VENTURA,"(34.204792, -119.17331)"
WAL-MART SUPERCENTER #5859,N 401 CENTRAL AVE,,WASCO,93280,KERN,"(35.597225, -119.35812)"
LOLA'S MARKET,440 DUTTON AVE,STE 17,SANTA ROSA,95407,SONOMA,"(38.431387, -122.72495)"
CASITA NUTRITION #1,W 1825 VISTA WAY,STE B,VISTA,92083,SAN DIEGO,"(33.188714, -117.28015)"
VONS #3329,2010 CLIFF DR,,SANTA BARBARA,93109,SANTA BARBARA,"(34.402338, -119.7232)"
SMART & FINAL #702,7090 HOLLISTER AVE,STE 105,GOLETA,93117,SANTA BARBARA,"(34.430236, -119.87697)"
WINCO FOODS #103,2850 PAVILLION PKWY,,TRACY,95376,SAN JOAQUIN,"(37.758969, -121.46802)"
RALPHS #136,2661 GREEN RIVER RD,,CORONA,92882,RIVERSIDE,"(33.870518, -117.62222)"
FOOD 4 LESS #329,3900 CHICAGO AVE,,RIVERSIDE,92507,RIVERSIDE,"(33.974062, -117.3473)"
RALPHS #186,N 1930 LAKEWOOD BLVD,,LONG BEACH,90815,LOS ANGELES,"(33.79185, -118.14138)"
RALPHS #090,E 2417 VALLEY PKWY,,ESCONDIDO,92027,SAN DIEGO,"(33.140681, -117.0429)"
RALPHS #165,5951 DEL AMO BLVD,,LAKEWOOD,90713,LOS ANGELES,"(33.847666, -118.11571)"
RALPHS #067,3330 YORBA LINDA BLVD,,FULLERTON,92831,ORANGE,"(33.888541, -117.8686)"
LA PALMA NUTRITION,N 1062 STATE COLLEGE BLVD,,ANAHEIM,92806,ORANGE,"(33.848389, -117.88912)"
RALPHS #245,11825 WHITTIER BLVD,,WHITTIER,90601,LOS ANGELES,"(33.980945, -118.04973)"
RALPHS #117,27730 SANTA MARGARITA PKWY,,MISSION VIEJO,92691,ORANGE,"(33.651661, -117.64662)"
RALPHS #705,15120 SUNSET BLVD,,PACIFIC PALISADES,90272,LOS ANGELES,"(34.044986, -118.52414)"
RALPHS #727,25930 MCBEAN PKWY,,VALENCIA,91355,LOS ANGELES,"(34.403713, -118.55233)"
FOOD 4 LESS #312,580 VIRGINIA WAY,,BARSTOW,92311,SAN BERNARDINO,"(34.887046, -117.0188)"
RALPHS #048,W 3300 SLAUSON AVE,,LOS ANGELES,90043,LOS ANGELES,"(33.989015, -118.3294)"
RALPHS #729,N 583 VENTU PARK RD,,NEWBURY PARK,91320,VENTURA,"(34.187447, -118.91242)"
RALPHS #077,5680 MISSION CENTER RD,,SAN DIEGO,92108,SAN DIEGO,"(32.775738, -117.15509)"
RALPHS #173,9200 LAKEWOOD BLVD,,DOWNEY,90240,LOS ANGELES,"(33.955506, -118.11226)"
RALPHS #709,11361 NATIONAL BLVD,,LOS ANGELES,90064,LOS ANGELES,"(34.025987, -118.43342)"
FOOD 4 LESS #775,12222 CARSON ST,,HAWAIIAN GARDENS,90716,LOS ANGELES,"(33.831425, -118.07086)"
RALPHS #620,N 1500 MOORPARK RD,,THOUSAND OAKS,91360,VENTURA,"(34.198451, -118.86745)"
RALPHS #147,N 27760 MCBEAN PKWY,,VALENCIA,91354,LOS ANGELES,"(34.445878, -118.55216)"
RALPHS #192,W 305 IMPERIAL HWY,,BREA,92821,ORANGE,"(33.918856, -117.9031)"
SU MERCADO,1860 CORONADO AVE,,SAN DIEGO,92154,SAN DIEGO,"(32.577773, -117.09332)"
FOOD 4 LESS #374,5975 UNIVERSITY AVE,,SAN DIEGO,92115,SAN DIEGO,"(32.750883, -117.06815)"
FOOD 4 LESS #382,E 315 FIRST ST,,SANTA ANA,92701,ORANGE,"(33.74554, -117.86497)"
RALPHS #207,4315 MISSION BLVD,,SAN DIEGO,92109,SAN DIEGO,"(32.794404, -117.25425)"
FOOD 4 LESS #394,444 BROADWAY,,EL CAJON,92021,SAN DIEGO,"(32.80863, -116.95759)"
FOOD 4 LESS #363,E 2750 FIRST ST,,LOS ANGELES,90033,LOS ANGELES,"(34.041379, -118.20451)"
RALPHS #140,30125 ANTELOPE RD,,MENIFEE,92584,RIVERSIDE,"(33.684233, -117.16859)"
RALPHS #291,W 4760 PICO BLVD,,LOS ANGELES,90019,LOS ANGELES,"(34.04842, -118.3398)"
RALPHS #159,3011 ALTA VIEW DR,,SAN DIEGO,92139,SAN DIEGO,"(32.676574, -117.03889)"
RALPHS #084,29675 THE OLD RD N,,CASTAIC,91384,LOS ANGELES,"(34.456662, -118.61862)"
FOODS CO #764,300 ATLANTIC AVE,,PITTSBURG,94565,CONTRA COSTA,"(38.008028, -121.88878)"
RALPHS #700,12201 HIGHLAND AVE,,RANCHO CUCAMONGA,91730,SAN BERNARDINO,"(34.134988, -117.53893)"
RALPHS #004,S 700 COAST HWY,,LAGUNA BEACH,92651,ORANGE,"(33.537685, -117.77895)"
FOOD 4 LESS #308,34251 DATE PALM DR,,CATHEDRAL CITY,92234,RIVERSIDE,"(33.799403, -116.46047)"
FOOD 4 LESS #313,14500 OCEAN GATE AVE,,HAWTHORNE,90250,LOS ANGELES,"(33.899854, -118.36703)"
RALPHS #220,6670 MONTEZUMA RD,,SAN DIEGO,92115,SAN DIEGO,"(32.769244, -117.05437)"
RALPHS #099,26751 PORTOLA PKWY,,FOOTHILL RANCH,92610,ORANGE,"(33.68015, -117.66325)"
MURPHY'S MARKET #5,MAIN AND VIEW ST,,TRINIDAD,95570,HUMBOLDT,"(41.061319, -124.1411)"
FOOD 4 LESS #314,8530 TOBIAS AVE,,PANORAMA CITY,91402,LOS ANGELES,"(34.225627, -118.45166)"
RALPHS #646,18010 CHATSWORTH ST,,GRANADA HILLS,91344,LOS ANGELES,"(34.264906, -118.52419)"
FOOD 4 LESS #377,12765 VAN NUYS BLVD,,PACOIMA,91331,LOS ANGELES,"(34.274468, -118.41061)"
RALPHS #294,S 2600 VERMONT AVE,,LOS ANGELES,90007,LOS ANGELES,"(34.032014, -118.29066)"
FOOD 4 LESS #517,49-241 GRAPEFRUIT BLVD,,COACHELLA,92236,RIVERSIDE,"(33.690067, -116.18527)"
FOODS CO #520,W 1850 LACEY BLVD,,HANFORD,93230,KINGS,"(36.328112, -119.67573)"
FOOD 4 LESS #359,W 1748 JEFFERSON BLVD,,LOS ANGELES,90018,LOS ANGELES,"(34.025229, -118.30744)"
RALPHS #016,S 670 WESTERN AVE,,LOS ANGELES,90005,LOS ANGELES,"(34.06003, -118.30851)"
RALPHS #298,4251 OCEANSIDE BLVD,,OCEANSIDE,92056,SAN DIEGO,"(33.207978, -117.28169)"
FOOD 4 LESS #300,500 HACIENDA DR,,VISTA,92081,SAN DIEGO,"(33.192867, -117.25093)"
RALPHS #185,W 5245 CENTINELA AVE,,LOS ANGELES,90045,LOS ANGELES,"(33.977347, -118.37154)"
FOOD 4 LESS #358,S 2090 GAREY AVE,,POMONA,91766,LOS ANGELES,"(34.034335, -117.7481)"
RALPHS #222,14049 VENTURA BLVD,,SHERMAN OAKS,91423,LOS ANGELES,"(34.149844, -118.43915)"
FOOD 4 LESS #303,W 1410 FOOTHILL BLVD,,RIALTO,92376,SAN BERNARDINO,"(34.107742, -117.39875)"
RALPHS #068,17801 SANTIAGO BLVD,,VILLA PARK,92861,ORANGE,"(33.815054, -117.82176)"
RALPHS #702,14440 BURBANK BLVD,,SHERMAN OAKS,91401,LOS ANGELES,"(34.172115, -118.44787)"
RALPHS #235,E 659 PALOMAR ST,,CHULA VISTA,91911,SAN DIEGO,"(32.615659, -117.02486)"
RALPHS #051,1030 UNIVERSITY AVE,,SAN DIEGO,92103,SAN DIEGO,"(32.7485, -117.15466)"
RALPHS #056,10900 MAGNOLIA BLVD,,NORTH HOLLYWOOD,91601,LOS ANGELES,"(34.164392, -118.36819)"
RALPHS #686,33145 HIGHWAY 79  S,,TEMECULA,92592,RIVERSIDE,"(33.486797, -117.076)"
RALPHS #278,8701 LINCOLN BLVD,,LOS ANGELES,90045,LOS ANGELES,"(33.958046, -118.41838)"
FOOD 4 LESS #324,11245 LONG BEACH BLVD,,LYNWOOD,90262,LOS ANGELES,"(33.928584, -118.21107)"
RALPHS #063,12921 MAGNOLIA BLVD,,VAN NUYS,91423,LOS ANGELES,"(34.165522, -118.41449)"
FOOD 4 LESS #761,13413 TELEGRAPH RD,,WHITTIER,90605,LOS ANGELES,"(33.939943, -118.0459)"
RALPHS #135,S 711 WEIR CANYON RD,,ANAHEIM,92808,ORANGE,"(33.861318, -117.73992)"
FOOD 4 LESS #379,W 1900 ROSECRANS AVE,,COMPTON,90220,LOS ANGELES,"(33.901555, -118.25227)"
FOOD 4 LESS #347,4995 SHAWLINE ST,,SAN DIEGO,92111,SAN DIEGO,"(32.831376, -117.16306)"
RALPHS #013,7369 MILLIKEN AVE,,RANCHO CUCAMONGA,91730,SAN BERNARDINO,"(34.120266, -117.55721)"
FOOD 4 LESS #777,W 1820 SLAUSON AVE,,LOS ANGELES,90047,LOS ANGELES,"(33.988027, -118.31103)"
FOOD 4 LESS #337,N 615 AZUSA AVE,,WEST COVINA,91791,LOS ANGELES,"(34.081494, -117.90894)"
RALPHS #006,17840 VENTURA BLVD,,ENCINO,91316,LOS ANGELES,"(34.162597, -118.52106)"
RALPHS #213,22915 VICTORY BLVD,,CANOGA PARK,91307,LOS ANGELES,"(34.186999, -118.62684)"
FOOD 4 LESS #346,E 1320 30TH ST,,NATIONAL CITY,91950,SAN DIEGO,"(32.660203, -117.08587)"
RALPHS #070,20060 VENTURA BLVD,,WOODLAND HILLS,91364,LOS ANGELES,"(34.170048, -118.5703)"
FOOD 4 LESS #332,8035 WEBB AVE,,NORTH HOLLYWOOD,91605,LOS ANGELES,"(34.216278, -118.3894)"
RALPHS #087,N 1050 WESTERN AVE,,SAN PEDRO,90732,LOS ANGELES,"(33.75276, -118.30883)"
FOODS CO #387,2443 H. DE LA ROSA SR. ST,,SOLEDAD,93960,MONTEREY,"(36.414586, -121.31992)"
FOOD 4 LESS #508,W 914 ORANGETHORPE AVE,,FULLERTON,92832,ORANGE,"(33.858114, -117.94053)"
RALPHS #271,1240 LOS OSOS VALLEY RD,,LOS OSOS,93402,SAN LUIS OBISPO,"(35.311226, -120.82586)"
RALPHS #284,10772 JEFFERSON BLVD,,CULVER CITY,90230,LOS ANGELES,"(34.002348, -118.39359)"
FOODS CO #771,W 601 CENTRAL AVE,,LOMPOC,93436,SANTA BARBARA,"(34.662107, -120.4633)"
RALPHS #144,6155 MAGNOLIA AVE,,RIVERSIDE,92506,RIVERSIDE,"(33.958778, -117.39314)"
RALPHS #681,42150 WASHINGTON ST,,BERMUDA DUNES,92201,RIVERSIDE,"(33.742086, -116.30258)"
RALPHS #045,12660 LIMONITE AVE,,CORONA,92880,RIVERSIDE,"(33.9754, -117.5523)"
RALPHS #193,E 25 ALAMEDA AVE,,BURBANK,91502,LOS ANGELES,"(34.173661, -118.30149)"
RALPHS #111,2201 REDONDO BEACH BLVD,,GARDENA,90247,LOS ANGELES,"(33.885704, -118.31783)"
RALPHS #131,5241 WARNER AVE,,HUNTINGTON BEACH,92649,ORANGE,"(33.716484, -118.03792)"
RALPHS #299,6300 IRVINE BLVD,,IRVINE,92620,ORANGE,"(33.699664, -117.73996)"
RALPHS #123,101 G ST,,SAN DIEGO,92101,SAN DIEGO,"(32.71211, -117.16335)"
RALPHS #292,1644 CLOVERFIELD BLVD,,SANTA MONICA,90404,LOS ANGELES,"(34.027046, -118.47382)"
FOODS CO #501,5330 STOCKTON BLVD,,SACRAMENTO,95820,SACRAMENTO,"(38.527274, -121.44365)"
RALPHS #680,W 100 CARRILLO ST,,SANTA BARBARA,93101,SANTA BARBARA,"(34.420197, -119.70403)"
RALPHS #178,E 6290 PACIFIC COAST HWY,,LONG BEACH,90803,LOS ANGELES,"(33.760906, -118.11597)"
FOODS CO #779,S 1465 BROADWAY,,SANTA MARIA,93454,SANTA BARBARA,"(34.934756, -120.43645)"
RALPHS #097,N 1200 CENTRAL AVE,,GLENDALE,91202,LOS ANGELES,"(34.164408, -118.25633)"
FOOD 4 LESS #330,E 3654 OLYMPIC BLVD,,LOS ANGELES,90023,LOS ANGELES,"(34.018831, -118.19827)"
RALPHS #133,10901 VENTURA BLVD,,STUDIO CITY,91604,LOS ANGELES,"(34.14049, -118.36848)"
RALPHS #650,19081 GOLDENWEST ST,,HUNTINGTON BEACH,92648,ORANGE,"(33.685193, -118.00625)"
RALPHS #039,S 260 LA BREA AVE,,LOS ANGELES,90036,LOS ANGELES,"(34.070018, -118.3435)"
FOOD 4 LESS #762,E 3210 ANAHEIM ST,,LONG BEACH,90804,LOS ANGELES,"(33.782599, -118.15372)"
FOOD 4 LESS #767,12689 GLENOAKS BLVD,,SYLMAR,91342,LOS ANGELES,"(34.300758, -118.44084)"
FOOD 4 LESS #322,E 1651 103RD ST,,LOS ANGELES,90002,LOS ANGELES,"(33.9432, -118.24455)"
RALPHS #009,3963 THOUSAND OAKS BLVD,,THOUSAND OAKS,91360,VENTURA,"(34.173679, -118.84267)"
RALPHS #100,7257 SUNSET BLVD,,HOLLYWOOD,90046,LOS ANGELES,"(34.098714, -118.34839)"
FOOD 4 LESS #328,12879 FOOTHILL BLVD,,RANCHO CUCAMONGA,91739,SAN BERNARDINO,"(34.105277, -117.52456)"
RALPHS #058,3380 LOS COYOTES DIAGONAL,,LONG BEACH,90808,LOS ANGELES,"(33.818123, -118.10881)"
FOOD 4 LESS #765,82124 HIGHWAY 111,,INDIO,92201,RIVERSIDE,"(33.716266, -116.23253)"
RALPHS #026,5727 KANAN RD,,AGOURA HILLS,91301,LOS ANGELES,"(34.155205, -118.7584)"
RALPHS #704,16940 DEVONSHIRE ST,,GRANADA HILLS,91344,LOS ANGELES,"(34.256727, -118.50153)"
RALPHS #209,8824 SEPULVEDA BLVD,,LOS ANGELES,90045,LOS ANGELES,"(33.961924, -118.39612)"
FOODS CO #773,8200 ROSEDALE HWY,,BAKERSFIELD,93312,KERN,"(35.385492, -119.09312)"
RALPHS #717,7243 HAVEN AVE,,RANCHO CUCAMONGA,91701,SAN BERNARDINO,"(34.123047, -117.57418)"
FOOD 4 LESS #349,9430 CUYAMACA ST,,SANTEE,92071,SAN DIEGO,"(32.84857, -116.98347)"
RALPHS #743,W 320 COLORADO BLVD,,PASADENA,91105,LOS ANGELES,"(34.145205, -118.15712)"
RALPHS #206,5429 HOLLYWOOD BLVD,,LOS ANGELES,90027,LOS ANGELES,"(34.101742, -118.30818)"
FOOD 4 LESS #302,12200 PERRIS BLVD,,MORENO VALLEY,92557,RIVERSIDE,"(33.94368, -117.22455)"
YOUNG'S LOCKEFORD PAYLESS M,N 18980 HIGHWAY 88,,LOCKEFORD,95237,SAN JOAQUIN,"(38.155948, -121.15374)"
WINCO FOODS #62,N 3150 CASE RD,,PERRIS,92571,RIVERSIDE,"(33.747154, -117.1898)"
RALPHS #745,1150 IRVINE AVE,,NEWPORT BEACH,92660,ORANGE,"(33.629471, -117.90683)"
FOOD 4 LESS #770,W 1700 6TH ST,,LOS ANGELES,90017,LOS ANGELES,"(34.057302, -118.26986)"
FOOD 4 LESS #786,N 1150 PEPPER AVE,,COLTON,92324,SAN BERNARDINO,"(34.079859, -117.35157)"
RALPHS #277,N 950 LA BREA AVE,,INGLEWOOD,90302,LOS ANGELES,"(33.975415, -118.35698)"
FOOD 4 LESS #301,W 555 SECOND ST,STE A,SAN BERNARDINO,92401,SAN BERNARDINO,"(34.101778, -117.29575)"
FOODS CO #339,E 3053 SHIELDS AVE,,FRESNO,93726,FRESNO,"(36.779755, -119.77378)"
RALPHS #044,12057 WILSHIRE BLVD,,LOS ANGELES,90025,LOS ANGELES,"(34.044931, -118.46703)"
RALPHS #604,12470 SEAL BEACH BLVD,,SEAL BEACH,90740,ORANGE,"(33.781048, -118.0695)"
RALPHS #080,17605 HARVARD AVE,,IRVINE,92614,ORANGE,"(33.676809, -117.83159)"
RALPHS #728,2909 ROLLING HILLS RD,,TORRANCE,90505,LOS ANGELES,"(33.788641, -118.34094)"
RALPHS #701,12842 VENTURA BLVD,,STUDIO CITY,91604,LOS ANGELES,"(34.144372, -118.41307)"
RALPHS #033,E 380 17TH ST,,COSTA MESA,92627,ORANGE,"(33.631742, -117.91242)"
RALPHS #274,W 1730 MANCHESTER AVE,,LOS ANGELES,90047,LOS ANGELES,"(33.959307, -118.3079)"
WAL-MART STORE #1941,1950 AUTO CENTER DR,,GLENDORA,91740,LOS ANGELES,"(34.117497, -117.82597)"
RALPHS #721,22333 SHERMAN WAY,,CANOGA PARK,91303,LOS ANGELES,"(34.201803, -118.61353)"
RALPHS #281,910 LINCOLN BLVD,,VENICE,90291,LOS ANGELES,"(33.998513, -118.46201)"
FOOD 4 LESS #319,26419 YNEZ RD,,TEMECULA,92591,RIVERSIDE,"(33.522424, -117.15979)"
MOTHER'S NUTRITIONAL CTR #614,N 943 LA BREA AVE,,INGLEWOOD,90302,LOS ANGELES,"(33.975892, -118.35762)"
RALPHS #198,W 9616 PICO BLVD,,LOS ANGELES,90035,LOS ANGELES,"(34.05512, -118.39817)"
RALPHS #139,13321 JAMBOREE RD,,TUSTIN,92782,ORANGE,"(33.730667, -117.78812)"
RALPHS #049,10455 SUNLAND BLVD,,SUNLAND,91040,LOS ANGELES,"(34.260526, -118.3258)"
RALPHS #738,28231 CROWN VALLEY PKWY,,LAGUNA NIGUEL,92677,ORANGE,"(33.553882, -117.68736)"
FOOD 4 LESS #356,57200 TWENTYNINE PALMS HWY,,YUCCA VALLEY,92284,SAN BERNARDINO,"(34.122717, -116.41668)"
RALPHS #293,1233 NORTH LA BREA AVE,,WEST HOLLYWOOD,90038,LOS ANGELES,"(34.093433, -118.34408)"
FOOD 4 LESS #396,3000 BALDWIN PARK BLVD,,BALDWIN PARK,91706,LOS ANGELES,"(34.069082, -117.97855)"
FOOD 4 LESS #318,7420 BROADWAY ST,,LEMON GROVE,91945,SAN DIEGO,"(32.742937, -117.03768)"
RALPHS #683,306 TWIN OAKS VALLEY RD,,SAN MARCOS,92078,SAN DIEGO,"(33.130736, -117.1669)"
FOOD 4 LESS #327,N 1329 LAKE AVE,,PASADENA,91104,LOS ANGELES,"(34.168735, -118.13224)"
RALPHS #201,3345 SPORTS ARENA BLVD,,SAN DIEGO,92110,SAN DIEGO,"(32.753121, -117.20902)"
FOODS CO #365,1801 WHITE LN,,BAKERSFIELD,93304,KERN,"(35.316464, -119.02253)"
FOOD 4 LESS #385,26529 HIGHLAND AVE,,HIGHLAND,92346,SAN BERNARDINO,"(34.134714, -117.22537)"
RALPHS #611,S 425 SUNRISE WAY,STE A,PALM SPRINGS,92262,RIVERSIDE,"(33.816825, -116.52879)"
MOM & BABY CENTER,S 1194 LORENA ST,,LOS ANGELES,90023,LOS ANGELES,"(34.021653, -118.20478)"
RALPHS #759,10861 WEYBURN AVE,,WESTWOOD,90024,LOS ANGELES,"(34.063452, -118.44353)"
MERCADO LA CACHANILLA,N 246 AZUSA AVE,,AZUSA,91702,LOS ANGELES,"(34.126007, -117.90721)"
RALPHS #266,S 11922 VERMONT AVE,,LOS ANGELES,90044,LOS ANGELES,"(33.925023, -118.29099)"
RALPHS #057,2652 JAMACHA RD,,EL CAJON,92019,SAN DIEGO,"(32.744424, -116.93324)"
FOODS CO #316,E 4838 KINGS CANYON RD,,FRESNO,93727,FRESNO,"(36.734617, -119.73494)"
FOODS CO #384,2505 HALEY ST,,BAKERSFIELD,93305,KERN,"(35.394336, -118.97587)"
FOOD 4 LESS #518,7910 KATELLA AVE,,STANTON,90680,ORANGE,"(33.801836, -117.99472)"
MAR-VAL SENTRY MARKET,E 2265 HIGHWAY 20,,NICE,95464,LAKE,"(39.123159, -122.85766)"
RALPHS #022,W 645 9TH ST,,LOS ANGELES,90015,LOS ANGELES,"(34.045802, -118.26057)"
RALPHS #054,101 OLD GROVE RD,,OCEANSIDE,92057,SAN DIEGO,"(33.229997, -117.30721)"
FOOD 4 LESS #323,16530 SHERMAN WAY,,VAN NUYS,91406,LOS ANGELES,"(34.200645, -118.49354)"
RALPHS #145,E 315 ALESSANDRO BLVD,,RIVERSIDE,92508,RIVERSIDE,"(33.913851, -117.32845)"
FOOD 4 LESS #338,11950 GARVEY AVE,,EL MONTE,91732,LOS ANGELES,"(34.062071, -118.01983)"
RALPHS #120,1413 HAWTHORNE BLVD,,REDONDO BEACH,90278,LOS ANGELES,"(33.866759, -118.35354)"
D.D.S. PLUS,24259 MAIN ST,,NEWHALL,91321,LOS ANGELES,"(34.37821, -118.52744)"
RALPHS #059,18405 BROOKHURST ST,,FOUNTAIN VALLEY,92708,ORANGE,"(33.696093, -117.95429)"
RALPHS #113,16225 SIERRA LAKE PKWY,,FONTANA,92336,SAN BERNARDINO,"(34.137667, -117.45089)"
